UAL;Age;Injection;Hydrolysis;Station;specimen_no;depth (cm);max. depth (cm);5 cm group (cm);taxon;Outlier;Contamination;Replicate;ageMedian;ageYng;ageOld;Asp_DL;Glu_DL;DL_Ser;DL_Ala;DL_Val;DL_Phe;DL_Ile;DL_Leu;L-Ser/     L-Asp;[Asp];[Glu];[Ser];[Ala];[Val];[Phe];[Ile];[Leu];[total];L Asp;D Asp;L Glu;D Glu;L Ser;D Ser;Gly;L Ala;L hArg;D Ala;L Val;D Val;L Phe;L Ile;D Phe;L Leu;D aIle;D Leu;Valve
12779;31;2ul10;6;Pan M28;Pan M28-6-8 09;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.073;0.022;0.062;0.038;0.013;0.006;0.021;0.110;0.4;4773;2530;1926;1700;1705;478;786;1019;14918;5271;383;2933;63;2149;133;2865;1940;237;74;1993;26;563;912;4;1087;19;119;right
12780;46;2ul10;6;Pan M28;Pan M28-6-8 10;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.080;0.027;0.086;0.052;0.014;0.018;0.020;0.071;0.4;4531;2495;1751;1417;1258;395;594;815;13256;4586;367;2656;72;1762;152;2111;1471;219;77;1356;19;424;636;8;832;13;59;right
12781;46;2ul10;6;Pan M28;Pan M28-6-8 11;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.080;0.025;0.066;0.040;0.018;0.019;0.020;0.116;0.4;7564;4001;2993;2389;2211;619;978;1312;22067;7667;616;4276;106;3074;204;3453;2514;219;101;2377;44;664;1051;13;1287;21;149;right
12782;28;2ul10;6;Pan M28;Pan M28-6-8 12;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.071;0.023;0.048;0.028;0.014;0.018;0.019;0.053;0.5;6307;3364;2870;3208;4176;752;2310;2804;25791;6818;482;3804;89;3171;151;9868;3613;232;101;4767;67;855;2624;15;3084;50;162;right
12783;100;2ul10;6;Pan M28;Pan M28-6-8 13;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.098;0.034;0.079;0.050;0.016;0.005;0.014;0.120;0.4;3037;1297;1096;1191;1065;328;498;618;9130;3102;304;1407;48;1139;91;1836;1273;224;63;1176;18;366;551;2;619;8;74;right
12784;20;2ul10;6;Pan M28;Pan M28-6-8 14;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.066;0.026;0.059;0.027;0.010;0.043;0.010;0.086;0.4;5693;2701;2535;2426;3540;676;1496;1482;20548;5949;391;2930;77;2666;156;6481;2631;223;70;3902;39;722;1649;31;1519;17;131;right
12785;28;2ul10;6;Pan M28;Pan M28-6-8 15;6-8;8;8;Corbula gibba;;;average of replicates;NA;NA;NA;0.071;0.023;0.078;0.044;0.011;0.014;0.027;0.059;0.401;4803.979;2411.732;1937.297;1735.435;1931.103;562.991;902.185;1085.730;15370.451;5562.700;392.950;2921.600;68.250;2228.800;173.000;3902.600;2061.750;247.950;89.750;2368.050;25.900;688.300;1088.900;9.650;1270.900;29.600;75.100;right
12786;44;2ul10;6;Pan M28;Pan M28-6-8 16;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.079;0.025;0.089;0.039;0.016;0.016;0.018;0.036;0.4;1719;898;656;730;418;185;202;301;5109;1873;148;1030;26;708;63;751;826;235;32;484;8;214;233;4;342;4;12;right
12787;53;2ul10;6;Pan M28;Pan M28-6-8 17;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.083;0.028;0.091;0.051;0.018;0.017;0.010;0.059;0.4;2994;1650;1182;1182;921;438;434;690;9491;2774;231;1611;45;1088;99;1120;1129;201;57;908;16;432;431;7;654;4;39;right
12788;35;2ul10;6;Pan M28;Pan M28-6-8 18;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.075;0.026;0.073;0.050;0.014;0.017;0.004;0.082;0.4;4083;2097;1446;1311;1323;380;634;811;12085;4520;338;2432;64;1604;117;2347;1486;238;74;1553;21;444;752;8;891;3;74;right
12789;61;2ul10;6;Pan M28;Pan M28-6-8 19;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.086;0.028;0.084;0.050;0.023;0.017;0.014;0.074;0.4;1530;867;621;607;459;164;214;293;4755;1607;139;963;27;654;55;800;660;228;33;512;12;184;241;3;312;3;23;right
12790;53;2ul10;6;Pan M28;Pan M28-6-8 20;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.083;0.024;0.078;0.040;0.011;0.019;0.014;0.059;0.5;2909;1796;1367;1212;1018;382;494;700;9878;3244;269;2118;50;1532;119;1855;1408;242;56;1216;13;453;588;9;798;8;47;right
12791;48;2ul10;6;Pan M28;Pan M28-6-8 21;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.081;0.023;0.087;0.035;0.016;0.016;0.008;0.046;0.4;3047;1661;1308;1190;1034;350;481;646;9718;2899;234;1670;38;1237;108;1637;1182;206;42;1047;17;354;490;6;635;4;30;right
12792;37;2ul10;6;Pan M28;Pan M28-6-8 22;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.076;0.026;0.079;0.042;0.016;0.018;0.012;0.057;0.4;2698;1517;1106;1070;962;323;440;576;8693;2752;210;1623;42;1125;89;1657;1127;220;47;1040;16;348;478;6;598;6;34;right
12793;20;2ul10;6;Pan M28;Pan M28-6-8 23;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.066;0.022;0.071;0.020;0.016;0.020;0.013;0.064;0.4;2790;1506;1147;1255;884;337;366;581;8867;2931;193;1650;36;1200;85;1450;1377;224;28;974;16;370;405;8;612;5;39;right
12794;8;2ul10;6;Pan M28;Pan M28-6-8 24;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.055;0.021;0.036;0.029;0.010;0.015;0.010;0.046;0.5;3927;2297;1984;1840;2162;561;1015;987;14773;4368;239;2639;55;2246;81;4912;2098;235;61;2511;26;648;1178;10;1106;12;51;right
12795;35;2ul10;6;Pan M28;Pan M28-6-8 25;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.075;0.022;0.075;0.042;0.018;0.018;0.012;0.076;0.4;1986;1225;843;878;521;209;231;371;6264;2123;160;1378;30;901;68;922;968;230;41;589;10;237;262;4;396;3;30;right
12796;46;2ul10;6;Pan M28;Pan M28-6-8 26;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.080;0.024;0.082;0.030;0.013;0.026;0.028;0.129;0.5;1912;1143;869;900;559;234;260;410;6287;2034;162;1282;31;922;76;755;1003;230;30;634;8;262;291;7;417;8;54;right
12797;NA;2ul10;6;Pan M28;Pan M28-6-8 27;6-8;8;8;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.083;0.042;0.093;0.058;0.026;0.020;0.036;0.133;0.3;2501;1218;851;839;915;281;396;483;7484;2836;236;1436;60;956;89;1828;975;246;57;1095;29;338;470;7;524;17;70;right
12798;37;2ul10;6;Pan M28;Pan M28-6-8 28;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.076;0.028;0.071;0.028;0.014;0.016;0.019;0.092;0.4;5457;2526;2124;2020;2774;645;1219;1363;18127;5330;408;2583;72;2084;149;4052;2066;210;58;2878;39;668;1257;11;1312;24;121;double
12799;46;2ul10;6;Pan M28;Pan M28-6-8 29;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.080;0.034;0.077;0.054;0.015;0.018;0.021;0.084;0.4;3592;1874;1584;1633;1832;526;886;956;12882;3955;315;2156;72;1748;135;4054;1843;238;99;2146;32;614;1032;11;1048;21;88;double
12800;61;2ul10;6;Pan M28;Pan M28-6-8 30;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.086;0.031;0.066;0.059;0.013;0.015;0.017;0.070;0.4;3989;1720;1427;1533;1932;396;842;847;12686;4930;422;2238;69;1796;118;5625;1942;268;114;2558;33;524;1110;8;1062;19;74;double
12039;233;2ul10;6;Pan M28;Pan M28-85-90-001;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.125;0.032;0.177;0.040;0.010;0.022;0.013;0.009;0.4;1532;973;698;875;470;210;201;334;5294;1651;207;1143;37;719;127;876;1020;243;41;565;5;250;241;6;401;3;4;right
12041;363;2ul10;6;Pan M28;Pan M28-85-90-003;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.143;0.035;0.153;0.049;0.032;0.022;0.028;0.025;0.4;3712;2348;1604;1668;1201;545;627;896;12600;3529;506;2467;86;1513;231;2728;1727;217;85;1266;40;579;663;13;950;19;23;right
12042r;246;2ul10;6;Pan M28;Pan M28-85-90-004;85-90;90;90;Corbula gibba;;;average of replicates;NA;NA;NA;0.127;0.033;0.191;0.059;0.028;0.095;0.049;0.184;0.348;2364.541;1338.831;870.831;835.547;572.135;213.540;248.832;394.520;6838.776;2503.500;318.350;1546.750;51.000;872.150;166.950;950.500;941.900;238.850;55.700;664.250;19.000;232.750;283.200;22.100;397.550;13.750;73.300;right
12043;215;2ul10;6;Pan M28;Pan M28-85-90-005;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.122;0.032;0.173;0.032;0.010;0.036;0.022;0.014;0.4;1450;885;667;860;477;204;187;290;5020;1619;198;1076;34;713;123;739;1044;251;34;593;6;246;230;9;359;5;5;right
12044;128;2ul10;6;Pan M28;Pan M28-85-90-006;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.105;0.026;0.113;0.043;0.012;0.025;0.013;0.011;0.4;4168;2364;1749;1504;1355;385;582;769;12875;11945;1251;7297;188;4973;564;8292;4565;633;196;4242;49;1188;1819;29;2408;24;27;right
12045;4;2ul10;6;Pan M28;Pan M28-85-90-007;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.049;0.027;0.034;0.038;0.009;0.012;0.013;0.021;0.5;3565;2114;1650;1537;1128;746;731;782;12253;4345;213;2631;72;2039;70;2064;1894;256;72;1430;13;942;923;11;979;12;21;right
12046;124;2ul10;6;Pan M28;Pan M28-85-90-008;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.104;0.030;0.095;0.042;0.009;0.043;0.014;0.048;0.3;7034;3036;2415;2375;2857;803;1331;1484;21336;7853;817;3635;108;2720;257;7436;2809;247;118;3492;30;949;1618;41;1745;22;83;right
12047;166;2ul10;6;Pan M28;Pan M28-85-90-009;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.113;0.026;0.110;0.032;0.007;0.018;0.012;0.019;0.4;4194;2214;1829;1858;1510;504;624;800;13533;2020;228;1156;30;884;97;1358;965;107;31;804;5;265;331;5;421;4;8;left
12048;259;2ul10;6;Pan M28;Pan M28-85-90-010;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.129;0.033;0.143;0.045;0.025;0.020;0.024;0.018;0.5;3091;1688;1422;1539;1473;454;663;788;11118;3048;392;1819;59;1385;198;3848;1639;223;74;1600;40;495;721;10;862;17;16;left
12050;104;2ul10;6;Pan M28;Pan M28-85-90-012;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.099;0.037;0.118;0.042;0.009;0.025;0.010;0.015;0.4;4621;2048;1733;1899;1930;549;828;952;14561;4846;480;2275;85;1787;211;4479;2101;231;88;2205;20;617;945;16;1081;10;16;left
12051;124;2ul10;6;Pan M28;Pan M28-85-90-013;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.104;0.027;0.124;0.036;0.011;0.022;0.013;0.011;0.4;2055;1333;930;906;575;263;281;450;6793;2284;236;1591;44;1015;126;1219;1073;245;39;698;7;316;340;7;546;4;6;left
12052;227;2ul10;6;Pan M28;Pan M28-85-90-014;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.124;0.029;0.149;0.043;0.019;0.041;0.024;0.009;0.4;2540;1538;1120;1069;724;307;394;502;8194;2574;320;1702;50;1111;166;1739;1169;228;50;810;15;336;438;14;568;11;5;left
12053;461;2ul10;6;Pan M28;Pan M28-90-95-001;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.154;0.033;0.212;0.065;0.012;0.035;0.036;0.076;0.4;2420;1475;909;963;546;206;281;424;7225;2340;361;1594;52;837;178;1072;1009;223;66;602;8;223;303;8;439;11;33;right
12054;8;2ul10;6;Pan M28;Pan M28-90-95-002;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.055;0.023;0.025;0.023;0.008;0.032;0.017;0.024;0.5;7582;4097;3689;4601;5431;972;3281;4020;33673;6667;366;3715;85;3339;83;17143;4172;186;95;4997;41;874;2993;28;3642;50;87;right
12055;128;2ul10;6;Pan M28;Pan M28-90-95-003;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.105;0.030;0.132;0.052;0.020;0.042;0.024;0.109;0.4;5666;2994;2335;2328;2533;776;1209;1551;19393;5758;605;3266;96;2316;307;6124;2485;225;130;2789;56;837;1326;35;1570;32;171;right
12056;181;2ul10;6;Pan M28;Pan M28-90-95-004;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.116;0.029;0.145;0.057;0.009;0.028;0.022;0.054;0.4;4950;2672;1931;1778;2113;574;979;1146;16143;5208;607;3048;90;1981;287;5286;1976;235;112;2460;23;655;1125;19;1276;25;69;right
12057;137;2ul10;6;Pan M28;Pan M28-90-95-005;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.107;0.031;0.140;0.046;0.009;0.018;0.033;0.100;0.3;4367;1935;1469;1456;1900;429;807;890;13254;4380;470;2084;65;1431;200;4217;1547;222;71;2093;18;468;868;9;898;28;90;right
12058;347;2ul10;6;Pan M28;Pan M28-90-95-006;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.141;0.028;0.173;0.053;0.010;0.020;0.017;0.095;0.4;7878;4337;2877;2393;2326;743;1202;1570;23327;7930;1118;4845;136;2817;488;4810;2610;230;139;2646;26;837;1358;17;1646;23;157;right
12059;316;2ul10;6;Pan M28;Pan M28-90-95-007;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.137;0.030;0.181;0.065;0.013;0.036;0.020;0.103;0.4;3265;1853;1229;1155;945;275;424;586;9733;3272;447;2049;62;1185;215;1853;1236;228;80;1063;14;303;474;11;605;9;63;right
12060;227;2ul10;6;Pan M28;Pan M28-90-95-008;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.124;0.030;0.176;0.041;0.010;0.028;0.014;0.119;0.4;2000;1225;855;1155;582;230;230;418;6695;1993;246;1331;40;814;143;650;1242;224;51;646;7;250;254;7;418;4;50;right
12061;347;2ul10;6;Pan M28;Pan M28-90-95-009;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.141;0.033;0.207;0.042;0.018;0.048;0.037;0.050;0.4;2069;1212;815;887;540;209;243;361;6335;2635;372;1706;56;981;203;1066;1238;291;52;771;14;290;341;14;500;13;25;right
12062;442;2ul10;6;Pan M28;Pan M28-90-95-010;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.152;0.031;0.174;0.036;0.022;0.048;0.022;0.037;0.5;1867;1141;965;1057;682;311;352;452;6826;2604;396;1778;56;1322;229;2696;1639;321;59;1072;23;476;554;23;700;12;26;right
12063;151;2ul10;6;Pan M28;Pan M28-90-95-011;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.110;0.034;0.113;0.046;0.009;0.017;0.015;0.083;0.4;4945;2438;2118;2428;2452;802;1152;1287;17622;4917;542;2604;88;2101;237;6007;2561;221;119;2684;24;871;1253;15;1313;19;108;right
12064;308;2ul10;6;Pan M28;Pan M28-90-95-012;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.136;0.034;0.172;0.050;0.010;0.018;0.017;0.111;0.5;3593;2003;1818;2317;1536;602;640;865;13374;3538;480;2167;73;1735;298;3878;2466;224;124;1700;17;661;703;12;871;12;96;left
12065;233;2ul10;6;Pan M28;Pan M28-90-95-013;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.125;0.033;0.129;0.051;0.011;0.016;0.019;0.074;0.5;5090;2514;2348;2288;3109;628;1348;1266;18590;5167;647;2778;93;2376;306;8138;2486;228;126;3511;39;706;1511;11;1346;28;100;left
12066;240;2ul10;6;Pan M28;Pan M28-90-95-014;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.126;0.031;0.154;0.056;0.010;0.036;0.018;0.081;0.4;4036;2180;1627;1683;1674;498;799;924;13421;4362;550;2574;79;1717;264;4737;1939;243;109;2017;21;585;955;21;1040;17;84;left
12067;120;2ul10;6;Pan M28;Pan M28-90-95-015;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.103;0.034;0.140;0.046;0.022;0.049;0.058;0.099;0.4;1846;1081;774;816;510;224;231;372;5855;2082;215;1301;45;845;118;930;971;249;45;622;14;265;272;13;422;16;42;left
12068;NA;2ul10;6;Pan M28;Pan M28-90-95-016;90-95;95;95;Corbula gibba;outlier;High L-Ser/L-Asp;;NA;NA;NA;0.055;0.026;0.028;0.030;0.013;0.007;0.004;0.018;0.7;11176;6362;7388;8486;8358;2788;5073;5712;55344;11937;659;6990;179;8096;231;50902;9290;225;274;9303;117;3120;5695;22;6323;22;115;left
12069;NA;2ul10;6;Pan M28;Pan M28-90-95-017;90-95;95;95;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.183;0.030;0.184;0.038;0.016;0.021;0.017;0.058;0.5;4330;2346;1960;1944;1229;592;639;905;13944;5435.2;995.2;3381.5;102.5;2457.5;452.5;5030.9;2781.4;297;105;1796.5;28.1;861;933.2;17.9;1270;15.5;73.6;left
12070;240;2ul10;6;Pan M28;Pan M28-90-95-018;90-95;95;95;Corbula gibba;;;;NA;NA;NA;0.126;0.032;0.095;0.041;0.010;0.012;0.014;0.055;0.5;7873;3941;3936;4439;4789;1321;2507;2597;31404;8553;1076;4669;152;4396;419;19817;5212;245;216;5798;59;1597;3023;19;3012;43;164;double
12407;NA;2ul10;6;Panzano grab7-2;Panzano grab7-2;live;live;live;Corbula gibba;;;;1;0.5;2;0.039;0.019;0.014;0.066;0.023;0.026;0.008;0.039;0.6;9899;6171;6047;6736;4277;3139;2994;3817;43079;10034;394;6381;121;6284;87;37056;6660;211;437;4406;100;3223;3129;84;3871;25;150;shell
12408;NA;2ul10;6;Panzano grab7-3;Panzano grab7-3;live;live;live;Corbula gibba;;;;1;0.5;2;0.041;0.020;0.012;0.104;0.007;0.020;0.008;0.044;0.6;5384;3708;3278;3382;2351;1530;1470;2033;23137;6266;260;4407;86;3926;48;19950;3715;242;385;2829;20;1818;1768;36;2361;14;103;shell
12409;NA;2ul10;6;Panzano grab7-7;Panzano grab7-7;live;live;live;Corbula gibba;;;;1;0.5;2;0.038;0.018;0.014;0.104;0.023;0.015;0.008;0.075;0.5;3235;2143;1625;1585;1015;690;511;808;11614;3482;132;2352;42;1790;26;6652;1604;223;167;1108;26;760;566;11;840;5;63;shell
12141;9;2ul10;6;Po3 M13;Po3 M13 0-2 01;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.056;0.026;0.037;0.035;0.013;0.030;0.013;0.066;0.5;1818;1118;847;794;516;263;269;383;6008;1907;107;1207;31;905;34;1605;850;222;30;565;8;283;294;8;398;4;26;left
12142;59;2ul10;6;Po3 M13;Po3 M13 2-4 01;2-4;4;4;Corbula gibba;;;;NA;NA;NA;0.085;0.021;0.057;0.037;0.009;0.015;0.010;0.043;0.6;3692;2242;2014;2287;1604;746;986;1106;14676;4036;344;2603;55;2259;129;5528;2615;237;98;1886;17;871;1158;13;1258;12;54;left
12143;73;2ul10;6;Po3 M13;Po3 M13 2-4 02;2-4;4;4;Corbula gibba;;;;NA;NA;NA;0.090;0.029;0.075;0.047;0.015;0.033;0.026;0.049;0.5;946;620;452;550;315;157;169;229;3438;1040;93;722;21;504;38;877;629;240;30;371;5;182;198;6;261;5;13;left
12144;7;2ul10;6;Po3 M13;Po3 M13 2-4 03;2-4;4;4;Corbula gibba;;;;NA;NA;NA;0.053;0.024;0.034;0.042;0.013;0.049;0.021;0.081;0.4;2040;1254;883;903;557;207;206;350;6400;2318;122;1466;35;1021;35;1001;1037;239;43;658;9;237;241;12;387;5;31;right
12145;5;2ul10;6;Po3 M13;Po3 M13 2-4 04;2-4;4;4;Corbula gibba;;low concentrations;;NA;NA;NA;0.051;0.019;0.011;0.029;0.006;0.073;0.010;0.022;0.6;7676;4350;4311;4924;9374;1229;4467;4326;40657;526;27;308;6;307;3;1799;345;14;10;671;4;83;318;6;305;3;7;right
12146;76;2ul10;6;Po3 M13;Po3 M13 4-6 01;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.091;0.027;0.092;0.047;0.012;0.036;0.046;0.048;0.5;4551;2709;2489;2428;1589;702;687;984;16140;4045;370;2559;69;2210;204;2697;2249;194;106;1523;19;657;638;23;911;29;44;right
12147;16;2ul10;6;Po3 M13;Po3 M13 4-6 02;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.063;0.023;0.039;0.033;0.008;0.024;0.011;0.042;0.4;5259;2596;2264;2197;3893;610;1548;1420;19788;6263;392;3212;74;2759;107;12172;2692;253;89;4888;38;753;1937;18;1725;22;72;right
12148;10;2ul10;6;Po3 M13;Po3 M13 4-6 03;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.057;0.024;0.028;0.039;0.012;0.019;0.019;0.055;0.4;4042;2320;1737;1518;1055;359;459;712;12202;4374;250;2593;61;1932;55;1802;1671;229;65;1193;14;403;515;8;772;10;42;left
12149;19;2ul10;6;Po3 M13;Po3 M13 4-6 04;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.065;0.024;0.039;0.029;0.008;0.025;0.011;0.038;0.6;4871;2764;2810;2781;4867;709;2172;2084;23058;5545;359;3272;78;3277;129;14803;3275;242;95;5851;49;838;2604;21;2432;28;94;left
12151;11;2ul10;6;Po3 M13;Po3 M13 6-8 02;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.058;0.025;0.056;0.039;0.012;0.012;0.022;0.068;0.4;1937;844;724;686;1219;174;449;414;6446;2385;139;1073;26;893;50;3965;860;261;34;1568;19;224;573;3;505;13;35;left
12152;2;2ul10;6;Po3 M13;Po3 M13 6-8 03;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.043;0.019;0.008;0.017;0.009;0.052;0.015;0.031;0.6;7693;4609;4655;7382;11711;1063;6179;7053;50345;11904;512;7304;136;7451;62;59959;11717;323;197;18742;159;1631;9823;84;11045;150;339;left
12153;2;2ul10;6;Po3 M13;Po3 M13 6-8 04;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.044;0.020;0.010;0.021;0.011;0.026;0.015;0.014;0.6;9932;5997;5498;8869;12981;1308;7028;7998;59612;11997;522;7414;146;6859;71;44999;10946;252;233;16181;181;1607;8727;42;9946;132;136;right
12154;6;2ul10;6;Po3 M13;Po3 M13 6-8 05;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.052;0.022;0.022;0.020;0.009;0.012;0.009;0.030;0.5;8639;4979;4391;5563;7571;1153;3775;4456;40527;9845;508;5840;127;5152;111;22381;6534;240;133;8991;83;1365;4483;16;5187;41;154;right
12155;35;2ul10;6;Po3 M13;Po3 M13 10-12 01;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.075;0.022;0.041;0.036;0.011;0.029;0.011;0.040;0.5;4977;2851;2264;1889;1984;601;972;1098;16636;5342;399;3219;70;2509;102;5470;2103;231;76;2264;25;674;1108;20;1218;13;49;right
12156;35;2ul10;6;Po3 M13;Po3 M13 10-12 02;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.075;0.023;0.051;0.038;0.015;0.048;0.019;0.050;0.4;3692;2124;1605;1349;964;334;387;602;11059;4179;313;2526;59;1858;95;1569;1582;243;60;1157;17;388;463;19;698;9;35;right
12157;7;2ul10;6;Po3 M13;Po3 M13 10-12 03;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.054;0.021;0.035;0.033;0.009;0.013;0.008;0.031;0.5;4426;2574;2075;2264;2286;655;1044;1160;16483;4978;267;2986;63;2376;84;6098;2597;237;86;2685;24;767;1227;10;1333;10;41;right
12158;7;2ul10;6;Po3 M13;Po3 M13 10-12 04;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.053;0.024;0.031;0.022;0.012;0.029;0.011;0.029;0.6;7480;4633;4211;5021;7799;1342;3319;2896;36702;7746;411;4935;117;4453;139;20865;5356;218;119;8403;102;1422;3580;41;3070;39;89;right
12159;6;2ul10;6;Po3 M13;Po3 M13 10-12 05;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.052;0.020;0.024;0.028;0.007;0.016;0.010;0.073;0.5;3777;2065;1868;1700;2636;472;1026;992;14536;4345;225;2450;48;2208;53;7968;2002;242;56;3166;23;562;1230;9;1118;12;82;right
12160;2;2ul10;6;Po3 M13;Po3 M13 10-12 06;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.044;0.020;0.023;0.033;0.007;0.034;0.022;0.129;0.5;2733;1631;1211;1131;693;269;280;518;8467;3212;140;1961;40;1453;33;1327;1343;245;44;845;6;319;336;11;563;7;72;right
12161;5;2ul10;6;Po3 M13;Po3 M13 10-12 07;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.051;0.022;0.023;0.032;0.012;0.018;0.012;0.026;0.5;5117;2748;2431;2580;4129;576;1797;1703;21081;5877;302;3247;72;2870;66;12139;3018;242;98;4928;59;683;2143;12;2005;26;52;right
12162;4;2ul10;6;Po3 M13;Po3 M13 10-12 08;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.049;0.019;0.019;0.024;0.010;0.015;0.009;0.043;0.5;5684;3403;2995;3494;4064;1000;2035;2425;25100;6482;317;3993;77;3514;68;12928;4081;239;97;4815;46;1179;2413;17;2780;21;120;right
12163;;2ul10;6;Po3 M13;Po3 M13 10-12 09;10-12;12;12;Corbula gibba;outlier;High L-Ser/L-Asp, High DL Leu;;NA;NA;NA;0.057;0.023;0.021;0.021;0.009;0.017;0.009;0.013;0.7;7603;4492;5503;6289;4314;2355;2384;3601;36541;8596;490;5249;119;6439;138;28680;7361;239;154;5111;44;2767;2824;48;4248;25;55;left
12164;15;2ul10;6;Po3 M13;Po3 M13 10-12 10;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.062;0.025;0.052;0.040;0.018;0.040;0.041;0.047;0.5;1546;915;810;683;551;220;244;311;5279;1701;106;1044;26;900;47;1011;768;234;31;633;11;248;274;10;347;11;16;left
12165;51;2ul10;6;Po3 M13;Po3 M13 10-12 11;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.082;0.025;0.071;0.032;0.013;0.044;0.023;0.145;0.5;1135;699;527;522;318;149;159;252;3760;1411;115;918;23;662;47;721;680;269;22;422;6;192;210;8;296;5;43;left
12166;4;2ul10;6;Po3 M13;Po3 M13 10-12 12;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.049;0.023;0.020;0.029;0.009;0.020;0.010;0.037;0.5;4961;2709;2460;2665;4041;671;1743;1577;20829;5663;276;3170;74;2888;58;12980;3100;239;91;4793;44;788;2066;16;1821;21;67;left
12167;20;2ul10;6;Po3 M13;Po3 M13 10-12 13;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.066;0.027;0.045;0.041;0.009;0.019;0.025;0.076;0.4;2915;1927;1179;1084;783;310;389;552;9138;3105;204;2130;57;1280;58;3542;1181;227;48;881;8;345;431;7;582;11;44;left
12168;8;2ul10;6;Po3 M13;Po3 M13 10-12 14;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.055;0.018;0.014;0.019;0.009;0.017;0.008;0.018;0.6;6494;3632;3716;4880;5144;1286;3063;3671;31886;7481;410;4335;78;4452;64;22575;5821;243;108;6196;54;1536;3691;26;4384;31;77;left
