boxModelID,dataContributors,coreName,S,SMin,SMax,STracer,SComment,M1,M2,M1Min,M1Max,MTracer,MComment,L1,L2,L1Min,L1Max,LTracer,LComment,WD,WDMax,WDMin,WDComment,lat,lat1,lat2,long,long1,long2,coordSource,coordComment,coringYear,coringMonth,coringYearEarliest,coringMonthEarliest,coringYearLatest,coringMonthLatest
BMID0148,Radakovitch (1995) as reported in Miralles et al. (2005),CZ,0.1400000000,NA,NA,210Pb,NA,5.9000000000,NA,NA,NA,210Pb,NA,11.5000000000,NA,NA,NA,210Pb,NA,79.0000000000,NA,NA,NA,42.9670000000,NA,NA,3.3830000000,NA,NA,miralles2005,NA,NA,NA,NA,NA,NA,NA
BMID0149,Radakovitch (1995) as reported in Miralles et al. (2005),Cyaneco,0.1100000000,NA,NA,210Pb,NA,15.6000000000,NA,NA,NA,210Pb,NA,11.0000000000,NA,NA,NA,210Pb,NA,1000.0000000000,NA,NA,NA,NA,42.3330000000,42.6670000000,NA,3.3330000000,3.8330000000,NA,manually assigned based on location given in miralles2005,NA,NA,NA,NA,NA,NA
BMID0150,"Abassi (1998), Radakovitch et al (2003) as reported in Miralles et al. (2005) ",94US24,0.1000000000,NA,NA,210Pb,NA,0.6100000000,NA,NA,NA,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,637.0000000000,NA,NA,NA,43.0830000000,NA,NA,5.2170000000,NA,NA,miralles2005,NA,NA,NA,NA,NA,NA,NA
BMID0151,"Abassi (1998), Radakovitch et al (2003) as reported in Miralles et al. (2005) ",94US22,0.0600000000,NA,NA,210Pb,NA,1.3700000000,NA,NA,NA,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,1100.0000000000,NA,NA,NA,43.0330000000,NA,NA,5.1830000000,NA,NA,miralles2005,NA,NA,NA,NA,NA,NA,NA
BMID0152,"Abassi (1998), Radakovitch et al (2003) as reported in Miralles et al. (2005) ",BM4,0.1400000000,NA,NA,210Pb,NA,0.8600000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,520.0000000000,NA,NA,NA,43.0170000000,NA,NA,5.2670000000,NA,NA,miralles2005,NA,NA,NA,NA,NA,NA,NA
BMID0153,"Abassi (1998), Radakovitch et al (2003) as reported in Miralles et al. (2005) ",94US30,0.1200000000,NA,NA,210Pb,NA,0.4800000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,1100.0000000000,NA,NA,NA,42.6670000000,NA,NA,4.2170000000,NA,NA,miralles2005,NA,NA,NA,NA,NA,NA,NA
BMID0154,"Abassi (1998), Radakovitch et al (2003) as reported in Miralles et al. (2005) ",EC3,0.1300000000,NA,NA,210Pb,NA,1.0100000000,NA,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,596.0000000000,NA,NA,NA,42.5330000000,NA,NA,3.4170000000,NA,NA,miralles2005,NA,NA,NA,NA,NA,NA,NA
BMID0155,"Abassi (1998), Radakovitch et al (2003) as reported in Miralles et al. (2005) ",EC6,0.1100000000,NA,NA,210Pb,NA,0.9000000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,210Pb,NA,1020.0000000000,NA,NA,NA,42.4170000000,NA,NA,3.5500000000,NA,NA,miralles2005,NA,NA,NA,NA,NA,NA,NA
BMID0156,"Abassi (1998), Radakovitch et al (2003) as reported in Miralles et al. (2005) ",EC9,0.1000000000,NA,NA,210Pb,NA,0.8500000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,806.0000000000,NA,NA,NA,42.4170000000,NA,NA,3.6830000000,NA,NA,miralles2005,NA,NA,NA,NA,NA,NA,NA
BMID0157,Mouret et al. (2009),Station B,0.1200000000,NA,NA,210Pb,NA,1.8000000000,NA,NA,NA,234Th,NA,1.0000000000,NA,NA,NA,210Pb,NA,550.0000000000,NA,NA,NA,43.8390000000,NA,NA,-2.0580000000,NA,NA,NA,NA,NA,NA,1997.0000000000,NA,2006.0000000000,NA
BMID0158,Mouret et al. (2009),Station A,0.0620000000,NA,NA,210Pb,NA,0.5600000000,NA,NA,NA,234Th,NA,1.0000000000,NA,NA,NA,210Pb,NA,1000.0000000000,NA,NA,NA,44.1710000000,NA,NA,-2.3340000000,NA,NA,NA,NA,NA,NA,1997.0000000000,NA,2006.0000000000,NA
BMID0159,Mouret et al. (2009),Station I Cruise OB9,0.0450000000,NA,NA,210Pb,NA,NA,NA,NA,0.0800000000,234Th,NA,NA,NA,NA,1.0000000000,210Pb,NA,2800.0000000000,NA,NA,NA,44.8240000000,NA,NA,-2.5630000000,NA,NA,NA,NA,NA,NA,1997.0000000000,NA,2006.0000000000,NA
BMID0160,Mouret et al. (2009),Station I Cruise OB7 ,0.0330000000,NA,NA,210Pb,NA,NA,NA,NA,0.0800000000,234Th,NA,NA,NA,NA,1.0000000000,210Pb,NA,2800.0000000000,NA,NA,NA,44.8240000000,NA,NA,-2.5630000000,NA,NA,NA,NA,NA,NA,1997.0000000000,NA,2006.0000000000,NA
BMID0161,Nie et al. (2001),ST5,NA,NA,0.0500000000,239240Pu + 210Pb,NA,NA,NA,25.0000000000,40.0000000000,239240Pu + 210Pb,NA,NA,NA,7.0000000000,10.0000000000,239240Pu + 210Pb,NA,21.0000000000,NA,NA,NA,38.3670000000,NA,NA,-76.3330000000,NA,NA,NA,NA,1994.0000000000,NA,NA,NA,NA,NA
BMID0162,Niggemann (2005) as reported by Niggemann et al. (2006),C1,0.1000000000,NA,NA,210Pb,NA,4.3000000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,210Pb,NA,126.0000000000,NA,NA,NA,-36.4250000000,NA,NA,-73.3890000000,NA,NA,NA,NA,2001.0000000000,4.0000000000,NA,NA,NA,NA
BMID0163,Niggemann (2005) as reported by Niggemann et al. (2006),C2,0.1900000000,NA,NA,210Pb,NA,121.6000000000,NA,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,367.0000000000,NA,NA,NA,-36.0390000000,NA,NA,-73.0730000000,NA,NA,NA,NA,2001.0000000000,4.0000000000,NA,NA,NA,NA
BMID0164,Niggemann (2005) as reported by Niggemann et al. (2006),C3,0.1500000000,NA,NA,210Pb,NA,7.1000000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,536.0000000000,NA,NA,NA,-36.4260000000,NA,NA,-73.5950000000,NA,NA,NA,NA,2001.0000000000,4.0000000000,NA,NA,NA,NA
BMID0165,Niggemann (2005) as reported by Niggemann et al. (2006),C4,0.1700000000,NA,NA,210Pb,NA,370.5000000000,NA,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,789.0000000000,NA,NA,NA,-36.5420000000,NA,NA,-73.6670000000,NA,NA,NA,NA,2001.0000000000,4.0000000000,NA,NA,NA,NA
BMID0166,"Niggemann (2005) as reported by Niggemann et al. (2006) , Munoz et al. (2004)",A1,0.0400000000,NA,NA,210Pb,NA,0.0000000000,NA,NA,NA,210Pb,NA,0.0000000000,NA,NA,NA,210Pb,NA,307.0000000000,NA,NA,NA,-22.8670000000,NA,NA,-70.4900000000,NA,NA,NA,NA,2001.0000000000,4.0000000000,NA,NA,NA,NA
BMID0167,Niggemann (2005) as reported by Niggemann et al. (2006),A2,0.1500000000,NA,NA,210Pb,NA,0.0000000000,NA,NA,NA,210Pb,NA,0.0000000000,NA,NA,NA,210Pb,NA,891.0000000000,NA,NA,NA,-22.8670000000,NA,NA,-70.5420000000,NA,NA,NA,NA,2001.0000000000,4.0000000000,NA,NA,NA,NA
BMID0168,Niggemann (2005) as reported by Niggemann et al. (2006),A3,0.0400000000,NA,NA,210Pb,NA,0.0000000000,NA,NA,NA,210Pb,NA,0.0000000000,NA,NA,NA,210Pb,NA,1010.0000000000,NA,NA,NA,-22.8420000000,NA,NA,-70.5800000000,NA,NA,NA,NA,2001.0000000000,4.0000000000,NA,NA,NA,NA
BMID0169,Niggemann (2005) as reported by Niggemann et al. (2006),A4,0.1100000000,NA,NA,210Pb,NA,0.0000000000,NA,NA,NA,210Pb,NA,0.0000000000,NA,NA,NA,210Pb,NA,1350.0000000000,NA,NA,NA,-22.8000000000,NA,NA,-70.6120000000,NA,NA,NA,NA,2001.0000000000,4.0000000000,NA,NA,NA,NA
BMID0170,Nittrouer et al. (1984),NCR-0,0.3000000000,NA,NA,210Pb,NA,140.0000000000,NA,NA,NA,234Th,NA,8.0000000000,NA,NA,NA,210Pb,NA,100.0000000000,NA,NA,NA,46.2630000000,NA,NA,-124.2890000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0171,Nittrouer et al. (1984),NET-5,0.3200000000,NA,NA,210Pb,NA,47.0000000000,NA,NA,NA,234Th,NA,10.0000000000,NA,NA,NA,210Pb,NA,91.0000000000,NA,NA,NA,46.6710000000,NA,NA,-124.4490000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0172,Nozaki et al. (1977),527-3,0.0030000000,NA,NA,14C,NA,0.1890000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,14C,NA,2500.0000000000,NA,NA,NA,NA,36.8000000000,36.8170000000,NA,-33.2670000000,-33.2500000000,NA,NA,NA,NA,1974.0000000000,9.0000000000,1974.0000000000,9.0000000000
BMID0173,"Ruddiman et al. (1980), Officer et al. (1983)",V19-28,0.0070000000,NA,NA,volcanoclastics,NA,0.0300000000,NA,NA,NA,volcanoclastics,NA,8.0000000000,NA,NA,NA,volcanoclastics,NA,2720.0000000000,NA,NA,NA,-2.3670000000,NA,NA,-84.6500000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0174,"Ruddiman et al. (1980), Officer et al. (1983)",V19-29,0.0070000000,NA,NA,volcanoclastics,NA,0.0300000000,NA,NA,NA,volcanoclastics,NA,10.0000000000,NA,NA,NA,volcanoclastics,NA,3160.0000000000,NA,NA,NA,-3.5830000000,NA,NA,-83.9830000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0175,"Ruddiman et al. (1980), Officer et al. (1983)",E48-23,0.0030000000,NA,NA,volcanoclastics,NA,0.0090000000,NA,NA,NA,volcanoclastics,NA,5.0000000000,NA,NA,NA,volcanoclastics,NA,3520.0000000000,NA,NA,NA,-39.5170000000,NA,NA,83.7170000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0176,"Ruddiman et al. (1980), Officer et al. (1983)",V27-19,0.0020000000,NA,NA,volcanoclastics,NA,0.0060000000,NA,NA,NA,volcanoclastics,NA,8.0000000000,NA,NA,NA,volcanoclastics,NA,3470.0000000000,NA,NA,NA,52.1000000000,NA,NA,-38.8000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0177,"Ruddiman et al. (1980), Officer et al. (1983)",RC17-126,0.0020000000,NA,NA,volcanoclastics,NA,0.0080000000,NA,NA,NA,volcanoclastics,NA,6.0000000000,NA,NA,NA,volcanoclastics,NA,1740.0000000000,NA,NA,NA,7.1670000000,NA,NA,72.8000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0178,"Ruddiman et al. (1980), Officer et al. (1983)",V29-39,0.0010000000,NA,NA,volcanoclastics,NA,0.0020000000,NA,NA,NA,volcanoclastics,NA,8.0000000000,NA,NA,NA,volcanoclastics,NA,5080.0000000000,NA,NA,NA,-7.7830000000,NA,NA,77.3830000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0179,"Ruddiman et al. (1980), Officer et al. (1983)",V29-40,0.0010000000,NA,NA,volcanoclastics,NA,0.0050000000,NA,NA,NA,volcanoclastics,NA,12.0000000000,NA,NA,NA,volcanoclastics,NA,5330.0000000000,NA,NA,NA,-10.4830000000,NA,NA,78.0500000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0180,Peng et al. (1979),ERDC 92 Bx,0.0020000000,NA,NA,14C,NA,0.1200000000,NA,NA,NA,14C,NA,8.0000000000,NA,NA,NA,14C,NA,1600.0000000000,NA,NA,NA,-2.2250000000,NA,NA,156.9980000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0181,Radakovitch et al. (1999),BF3,NA,NA,0.2100000000,210Pb,NA,0.8400000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,NA,150.0000000000,100.0000000000,NA,NA,43.0000000000,43.5000000000,NA,4.5000000000,5.0000000000,map in radakovich1999,NA,1991.0000000000,3.0000000000,NA,NA,NA,NA
BMID0182,Radakovitch et al. (1999),BF4,NA,NA,0.2600000000,210Pb,NA,3.1000000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,NA,150.0000000000,100.0000000000,NA,NA,43.0000000000,43.5000000000,NA,4.5000000000,5.0000000000,map in radakovich1999,NA,1990.0000000000,11.0000000000,NA,NA,NA,NA
BMID0183,Radakovitch et al. (1999),BF8,NA,NA,0.2900000000,210Pb,NA,2.6000000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,NA,150.0000000000,100.0000000000,NA,NA,43.0000000000,43.5000000000,NA,4.5000000000,5.0000000000,map in radakovich1999,NA,1990.0000000000,11.0000000000,NA,NA,NA,NA
BMID0184,Radakovitch et al. (1999),BF9,NA,NA,0.5400000000,210Pb,NA,10.1000000000,NA,NA,NA,210Pb,NA,6.0000000000,NA,NA,NA,210Pb,NA,NA,100.0000000000,70.0000000000,NA,NA,43.0000000000,43.5000000000,NA,4.5000000000,5.0000000000,map in radakovich1999,NA,1990.0000000000,11.0000000000,NA,NA,NA,NA
BMID0185,Radakovitch et al. (1999),BF11,NA,NA,0.2500000000,210Pb,NA,2.5000000000,NA,NA,NA,210Pb,NA,7.0000000000,NA,NA,NA,210Pb,NA,NA,50.0000000000,20.0000000000,NA,NA,43.0000000000,43.5000000000,NA,4.5000000000,5.0000000000,map in radakovich1999,NA,1990.0000000000,11.0000000000,NA,NA,NA,NA
BMID0186,Radakovitch et al. (1999),BF12,NA,NA,0.2500000000,210Pb,NA,4.9000000000,NA,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,NA,30.0000000000,10.0000000000,NA,NA,43.0000000000,43.5000000000,NA,4.5000000000,5.0000000000,map in radakovich1999,NA,1990.0000000000,11.0000000000,NA,NA,NA,NA
BMID0187,Sanchez-Cabeza et al. (1999) ,CN-23,0.1700000000,NA,NA,210Pb,NA,57.0000000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,NA,100.0000000000,80.0000000000,NA,NA,40.9170000000,41.4170000000,NA,1.8330000000,2.3330000000,map in sanchez-cabeza1999 ,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0188,Sanchez-Cabeza et al. (1999) ,CN-27,0.2190000000,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,NA,50.0000000000,40.0000000000,NA,NA,40.9170000000,41.4170000000,NA,1.8330000000,2.3330000000,map in sanchez-cabeza1999 ,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0189,Sanchez-Cabeza et al. (1999) ,CN-32,0.2300000000,NA,NA,210Pb,NA,42.0000000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,NA,350.0000000000,200.0000000000,NA,NA,40.9170000000,41.4170000000,NA,1.8330000000,2.3330000000,map in sanchez-cabeza1999 ,NA,NA,NA,1993.0000000000,6.0000000000,1994.0000000000,6.0000000000
BMID0190,Santschi et al. (1980) ,6-240-00-900,0.0100000000,NA,NA,239240Pu + 210Pb + 234Th,NA,7.5000000000,2.5000000000,NA,NA,239240Pu + 210Pb + 234Th,NA,5.0000000000,35.0000000000,NA,NA,239240Pu + 210Pb + 234Th,NA,10.0000000000,NA,NA,NA,41.5830000000,NA,NA,-71.3720000000,NA,NA,NA,NA,1976.0000000000,8.0000000000,NA,NA,NA,NA
BMID0191,Santschi et al. (1980) ,7-334-00-900,0.0100000000,NA,NA,239240Pu + 210Pb + 234Th,NA,31.5000000000,0.3200000000,NA,NA,239240Pu + 210Pb + 234Th,used second model run,9.0000000000,39.0000000000,NA,NA,239240Pu + 210Pb + 234Th,NA,10.0000000000,NA,NA,NA,41.5830000000,NA,NA,-71.3720000000,NA,NA,NA,NA,1977.0000000000,11.0000000000,NA,NA,NA,NA
BMID0192,Santschi et al. (1980) ,SBC-1,0.0100000000,NA,NA,239240Pu + 210Pb + 234Th,NA,10.7000000000,2.0000000000,NA,NA,239240Pu + 210Pb + 234Th,NA,7.5000000000,37.5000000000,NA,NA,239240Pu + 210Pb + 234Th,NA,69.0000000000,NA,NA,NA,40.6330000000,NA,NA,-71.0000000000,NA,NA,NA,NA,1978.0000000000,8.0000000000,NA,NA,NA,NA
BMID0193,Santschi et al. (1980) ,SBC-2,0.1400000000,NA,NA,239240Pu + 210Pb + 234Th,NA,3.8000000000,1.2000000000,NA,NA,239240Pu + 210Pb + 234Th,NA,7.5000000000,47.5000000000,NA,NA,239240Pu + 210Pb + 234Th,NA,850.0000000000,NA,NA,NA,39.8330000000,NA,NA,-71.0870000000,NA,NA,NA,NA,1978.0000000000,8.0000000000,NA,NA,NA,NA
BMID0194,Smith et al. (1994) ,19,0.1510000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,2.5000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0195,Smith et al. (1994) ,20,0.2570000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,1.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0196,Smith et al. (1994) ,23,0.1530000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,2.5000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0197,Smith et al. (1994) ,24,0.2050000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0198,Smith et al. (1994) ,25,0.1760000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,9.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0199,Smith et al. (1994) ,26,0.2490000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0200,Smith et al. (1994) ,27,0.2840000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,1.5000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0201,Smith et al. (1994) ,28,0.2640000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0202,Smith et al. (1994) ,29,0.3580000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0203,Smith et al. (1994) ,30,0.3210000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0204,Smith et al. (1994) ,32,0.2230000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0205,Smith et al. (1994) ,33,0.3520000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0206,Smith et al. (1994) ,34,0.1620000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0207,Smith et al. (1994) ,35,0.0980000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,1.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0208,Smith et al. (1994) ,41,0.1610000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0209,Smith et al. (1994) ,43,0.1100000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0210,Smith et al. (1994) ,44,0.1800000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,4.5000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0211,Smith et al. (1994) ,45,0.3670000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,2.5000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0212,Smith et al. (1994) ,46,0.1370000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,1.5000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0213,Smith et al. (1994) ,47,0.2430000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0214,Smith et al. (1994) ,48,0.3220000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0215,Smith et al. (1994) ,49,0.3660000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0216,Smith et al. (1994) ,50,0.2710000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,3.5000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0217,Smith et al. (1994) ,51,0.2810000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0218,Smith et al. (1994) ,55,0.1240000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0219,Smith et al. (1994) ,56,0.2690000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0220,Smith et al. (1994) ,57,0.1130000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
BMID0221,Smith et al. (1994) ,58,0.1460000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,1.5000000000,NA,NA,NA,210Pb,NA,NA,250.0000000000,50.0000000000,NA,NA,76.3330000000,76.6670000000,NA,-70.0000000000,-68.5000000000,fig in smith1994,NA,1984.0000000000,9.0000000000,NA,NA,NA,NA
