boxModelID,dataContributors,coreName,S,SMin,SMax,STracer,SComment,M1,M2,M1Min,M1Max,MTracer,MComment,L1,L2,L1Min,L1Max,LTracer,LComment,WD,WDMax,WDMin,WDComment,lat,lat1,lat2,long,long1,long2,coordSource,coordComment,coringYear,coringMonth,coringYearEarliest,coringMonthEarliest,coringYearLatest,coringMonthLatest
BMID0072,Carpenter et al. (1985),51 no 4,0.1400000000,NA,NA,210Pb,NA,NA,NA,13.0000000000,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,284.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0073,Carpenter et al. (1985),C,2.4000000000,NA,NA,210Pb,NA,NA,NA,310.0000000000,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,212.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0074,Carpenter et al. (1985),56 no 1,1.8000000000,NA,NA,210Pb,NA,5.6000000000,NA,NA,NA,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,198.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0075,Carpenter et al. (1985),56 no 2,1.8000000000,NA,NA,210Pb,NA,NA,NA,370.0000000000,NA,210Pb,NA,18.0000000000,NA,NA,NA,210Pb,NA,196.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0076,Carpenter et al. (1985),56 no 3,1.4000000000,NA,NA,210Pb,NA,NA,NA,220.0000000000,NA,210Pb,NA,12.0000000000,NA,NA,NA,210Pb,NA,199.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0077,Carpenter et al. (1985),A,1.4000000000,NA,NA,210Pb,NA,27.0000000000,NA,NA,NA,210Pb,NA,12.0000000000,NA,NA,NA,210Pb,NA,195.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0078,Carpenter et al. (1985),57 no 1,0.5800000000,NA,NA,210Pb,NA,NA,NA,46.0000000000,NA,210Pb,NA,8.5000000000,NA,NA,NA,210Pb,NA,175.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0079,Carpenter et al. (1985),57 no 2,0.2500000000,NA,NA,210Pb,NA,NA,NA,20.0000000000,NA,210Pb,NA,6.3000000000,NA,NA,NA,210Pb,NA,176.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0080,Carpenter et al. (1985),60,0.1600000000,NA,NA,210Pb,NA,NA,NA,18.0000000000,NA,210Pb,NA,11.0000000000,NA,NA,NA,210Pb,NA,120.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0081,Carpenter et al. (1985),52,0.1100000000,NA,NA,210Pb,NA,6.7000000000,NA,NA,NA,210Pb,NA,7.3000000000,NA,NA,NA,210Pb,NA,13.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0082,Carpenter et al. (1985),39 no 1,0.1600000000,NA,NA,210Pb,NA,6.0000000000,NA,NA,NA,210Pb,NA,11.0000000000,NA,NA,NA,210Pb,NA,13.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0083,Carpenter et al. (1985),39 no 2,0.3000000000,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,210Pb,NA,13.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0084,Carpenter et al. (1985),39 no 3,0.2000000000,NA,NA,210Pb,NA,NA,NA,25.0000000000,NA,210Pb,NA,9.8000000000,NA,NA,NA,210Pb,NA,13.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0085,Carpenter et al. (1985),82,0.3000000000,NA,NA,210Pb,NA,NA,NA,32.0000000000,NA,210Pb,NA,11.0000000000,NA,NA,NA,210Pb,NA,70.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0086,Carpenter et al. (1985),E no 1,0.2000000000,NA,NA,210Pb,NA,11.0000000000,NA,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,107.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0087,Carpenter et al. (1985),E no 2,0.2800000000,NA,NA,210Pb,NA,6.5000000000,NA,NA,NA,210Pb,NA,12.0000000000,NA,NA,NA,210Pb,NA,107.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0088,Carpenter et al. (1985),E no 3,0.2700000000,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,14.0000000000,NA,NA,NA,210Pb,NA,107.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0089,Carpenter et al. (1985),E no 4,0.2000000000,NA,NA,210Pb,NA,28.0000000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,210Pb,NA,107.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0090,Carpenter et al. (1985),E no 5,0.1700000000,NA,NA,210Pb,NA,5.3000000000,NA,NA,NA,210Pb,NA,16.0000000000,NA,NA,NA,210Pb,NA,107.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0091,Carpenter et al. (1985),89,0.4800000000,NA,NA,210Pb,NA,6.8000000000,NA,NA,NA,210Pb,NA,17.0000000000,NA,NA,NA,210Pb,NA,190.0000000000,NA,NA,NA,NA,47.0000000000,49.0000000000,NA,-122.0000000000,-123.6670000000,Fig 1 in carpenter 1985,NA,NA,NA,1975.0000000000,NA,1983.0000000000,NA
BMID0092,Carvalho et al. (2011),C5,0.0030000000,NA,NA,14C,NA,0.0900000000,NA,NA,NA,210Pb,NA,5.0000000000,NA,NA,NA,14C,NA,5100.0000000000,NA,NA,NA,40.8330000000,NA,NA,-11.9170000000,NA,NA,NA,NA,1989.0000000000,NA,NA,NA,NA,NA
BMID0093,Carvalho et al. (2011),WH2,0.0000000000,NA,NA,14C,NA,0.1400000000,NA,NA,NA,210Pb,NA,6.0000000000,NA,NA,NA,14C,NA,4730.0000000000,NA,NA,NA,45.1300000000,NA,NA,-17.2050000000,NA,NA,NA,NA,1989.0000000000,NA,NA,NA,NA,NA
BMID0094,Cochran et al. (1980) ,A47-16,0.0000000000,NA,NA,226Ra,NA,0.0320000000,NA,NA,NA,226Ra,selected largest M value from  table 9 ,7.0000000000,NA,NA,NA,226Ra,NA,5040.0000000000,NA,NA,NA,9.0380000000,NA,NA,-151.1900000000,NA,NA,NA,NA,NA,NA,1975.0000000000,11.0000000000,1975.0000000000,11.0000000000
BMID0095,Cochran et al. (1980) ,B52-39,0.0000000000,NA,NA,226Ra,NA,0.0320000000,NA,NA,NA,226Ra,selected largest M value from  table 9 ,8.0000000000,NA,NA,NA,226Ra,NA,4830.0000000000,NA,NA,NA,11.2470000000,NA,NA,-139.0680000000,NA,NA,NA,NA,NA,NA,1975.0000000000,11.0000000000,1975.0000000000,11.0000000000
BMID0096,Cochran et al. (1980) ,C57-58,0.0000000000,NA,NA,226Ra,NA,0.0320000000,NA,NA,NA,226Ra,selected largest M value from  table 9 ,12.0000000000,NA,NA,NA,226Ra,NA,4640.0000000000,NA,NA,NA,15.1580000000,NA,NA,-125.9070000000,NA,NA,NA,NA,NA,NA,1975.0000000000,11.0000000000,1975.0000000000,11.0000000000
BMID0097,Cox et al. (2008),Penn Cove,0.3900000000,NA,NA,210Pb,NA,94.6000000000,NA,NA,NA,210Pb,NA,11.5000000000,NA,NA,NA,210Pb,NA,25.0000000000,NA,NA,NA,48.2300000000,NA,NA,-122.6500000000,NA,NA,NA,NA,2005.0000000000,2.0000000000,NA,NA,NA,NA
BMID0098,Dellapenna et al. (1998),CS 5-22-95 KC,0.1000000000,NA,NA,210Pb+ 137Cs,NA,NA,NA,172.0000000000,NA,210Pb+ 137Cs,NA,25.0000000000,NA,NA,NA,210Pb+ 137Cs,NA,NA,15.0000000000,12.0000000000,NA,37.2170000000,NA,NA,-76.0830000000,NA,NA,fig in dellapenna1998,NA,1995.0000000000,5.0000000000,NA,NA,NA,NA
BMID0099,DeMaster et al. (1982) ,AII76-16,0.0020000000,NA,NA,210Pb,NA,0.0400000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,210Pb,NA,4340.0000000000,NA,NA,NA,-53.0000000000,NA,NA,35.6330000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0100,DeMaster et al. (1982) ,AII76-17,0.0020000000,NA,NA,210Pb,NA,0.1600000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,210Pb,NA,4730.0000000000,NA,NA,NA,-52.9830000000,NA,NA,35.7170000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0101,DeMaster et al. (1982) ,AII76-18,0.0020000000,NA,NA,210Pb,NA,0.0900000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,210Pb,NA,4540.0000000000,NA,NA,NA,-53.2670000000,NA,NA,35.9000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0102,DeMaster et al. (1982) ,A47-16,0.00015,NA,NA,210Pb,NA,0.2200000000,NA,NA,NA,210Pb,NA,7.0000000000,NA,NA,NA,210Pb,NA,5050.0000000000,NA,NA,NA,9.0330000000,NA,NA,-151.1830000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0103,DeMaster et al. (1982) ,B52-39,0.00030,NA,NA,210Pb,NA,0.2500000000,NA,NA,NA,210Pb,NA,8.0000000000,NA,NA,NA,210Pb,NA,4830.0000000000,NA,NA,NA,11.2500000000,NA,NA,-139.0670000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0104,DeMaster et al. (1982) ,C57-58,0.00014,NA,NA,210Pb,NA,0.4000000000,NA,NA,NA,210Pb,NA,12.0000000000,NA,NA,NA,210Pb,NA,4640.0000000000,NA,NA,NA,15.3330000000,NA,NA,-125.9000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0105,Edelman-Furstenberg et al. (2020),DAN15,0.0400000000,NA,NA,210Pb,NA,72.2000000000,NA,NA,NA,210Pb,NA,34.0000000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,29.5450000000,NA,NA,34.9640000000,NA,NA,NA,NA,2012.0000000000,12.0000000000,NA,NA,NA,NA
BMID0106,Edelman-Furstenberg et al. (2020),DAN30,0.2700000000,NA,NA,210Pb,NA,76.3000000000,NA,NA,NA,210Pb,NA,31.0000000000,NA,NA,NA,210Pb,NA,30.0000000000,NA,NA,NA,29.5440000000,NA,NA,34.9620000000,NA,NA,NA,NA,2012.0000000000,6.0000000000,NA,NA,NA,NA
BMID0107,Edelman-Furstenberg et al. (2020),FF15,0.0100000000,NA,NA,210Pb,NA,5.5000000000,NA,NA,NA,210Pb,NA,26.0000000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,29.5420000000,NA,NA,34.9570000000,NA,NA,NA,NA,2013.0000000000,9.0000000000,NA,NA,NA,NA
BMID0108,Garcia et al. (2010) ,PE225-St 20,0.0800000000,NA,NA,210Pb+Chl-a,NA,4.2700000000,NA,NA,NA,210Pb+Chl-a,NA,12.7000000000,NA,NA,NA,210Pb+Chl-a,NA,1000.0000000000,NA,NA,NA,38.3420000000,NA,NA,-9.3320000000,NA,NA,NA,NA,2004.0000000000,5.0000000000,NA,NA,NA,NA
BMID0109,Garcia et al. (2010) ,PE225-St 45 ,0.1000000000,NA,NA,210Pb+Chl-a,NA,0.6100000000,NA,NA,NA,210Pb+Chl-a,NA,10.0000000000,NA,NA,NA,210Pb+Chl-a,NA,1270.0000000000,NA,NA,NA,38.2420000000,NA,NA,-9.5830000000,NA,NA,NA,NA,2004.0000000000,5.0000000000,NA,NA,NA,NA
BMID0110,Garcia et al. (2010) ,PE225-St 21 ,0.0600000000,NA,NA,210Pb+Chl-a,NA,0.2800000000,NA,NA,NA,210Pb+Chl-a,NA,13.8000000000,NA,NA,NA,210Pb+Chl-a,NA,1760.0000000000,NA,NA,NA,38.0830000000,NA,NA,-9.5820000000,NA,NA,NA,NA,2004.0000000000,5.0000000000,NA,NA,NA,NA
BMID0111,Garcia et al. (2010) ,PE225-St 1,0.9000000000,NA,NA,210Pb+Chl-a,NA,7.9100000000,NA,NA,NA,210Pb+Chl-a,NA,10.0000000000,NA,NA,NA,210Pb+Chl-a,NA,367.0000000000,NA,NA,NA,38.5180000000,NA,NA,-9.2730000000,NA,NA,NA,NA,2004.0000000000,5.0000000000,NA,NA,NA,NA
BMID0112,Garcia et al. (2010) ,PE225-St 7,0.1200000000,NA,NA,210Pb+Chl-a,NA,0.6700000000,NA,NA,NA,210Pb+Chl-a,NA,6.0000000000,NA,NA,NA,210Pb+Chl-a,NA,4450.0000000000,NA,NA,NA,38.1070000000,NA,NA,-10.0050000000,NA,NA,NA,NA,2004.0000000000,5.0000000000,NA,NA,NA,NA
BMID0113,Garcia et al. (2010) ,PE236-St 54,0.1200000000,NA,NA,210Pb+Chl-a,NA,0.5400000000,NA,NA,NA,210Pb+Chl-a,NA,10.0000000000,NA,NA,NA,210Pb+Chl-a,NA,179.0000000000,NA,NA,NA,38.3050000000,NA,NA,-8.8670000000,NA,NA,NA,NA,2005.0000000000,5.0000000000,NA,NA,NA,NA
BMID0114,Garcia et al. (2010) ,PE236-St 55,0.1800000000,NA,NA,210Pb+Chl-a,NA,1.5300000000,NA,NA,NA,210Pb+Chl-a,NA,19.4000000000,NA,NA,NA,210Pb+Chl-a,NA,644.0000000000,NA,NA,NA,38.2750000000,NA,NA,-9.0000000000,NA,NA,NA,NA,2005.0000000000,5.0000000000,NA,NA,NA,NA
BMID0115,Garcia et al. (2010) ,PE236-St 53,0.5700000000,NA,NA,210Pb+Chl-a,NA,10.9000000000,NA,NA,NA,210Pb+Chl-a,NA,20.3000000000,NA,NA,NA,210Pb+Chl-a,NA,1340.0000000000,NA,NA,NA,38.2730000000,NA,NA,-9.1500000000,NA,NA,NA,NA,2005.0000000000,5.0000000000,NA,NA,NA,NA
BMID0116,Garcia et al. (2010) ,PE236-St 52,0.1500000000,NA,NA,210Pb+Chl-a,NA,0.4800000000,NA,NA,NA,210Pb+Chl-a,NA,10.0000000000,NA,NA,NA,210Pb+Chl-a,NA,2120.0000000000,NA,NA,NA,38.2500000000,NA,NA,-9.3830000000,NA,NA,NA,NA,2005.0000000000,5.0000000000,NA,NA,NA,NA
BMID0117,"Glass et al. (1969), Guinasso et al. (1975)",RC8-53,0.0030000000,NA,NA,volcanoclastics,NA,NA,NA,0.0240000000,NA,volcanoclastics,NA,10.0000000000,NA,NA,NA,volcanoclastics,NA,4430.0000000000,NA,NA,NA,-39.3830000000,NA,NA,104.3670000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0118,"Glass et al. (1969), Officer et al. (1983)",RC9-137,0.0010000000,NA,NA,volcanoclastics,NA,0.0080000000,NA,NA,NA,volcanoclastics,NA,16.0000000000,NA,NA,NA,volcanoclastics,NA,4680.0000000000,NA,NA,NA,-45.0170000000,NA,NA,132.7500000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0119,"Glass et al. (1969), Officer et al. (1983)",RC9-143,0.0010000000,NA,NA,volcanoclastics,NA,0.0060000000,NA,NA,NA,volcanoclastics,NA,18.0000000000,NA,NA,NA,volcanoclastics,NA,4400.0000000000,NA,NA,NA,-41.3670000000,NA,NA,114.1330000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0120,"Glass et al. (1969), Officer et al. (1983)",V16-70,0.00022,NA,NA,volcanoclastics,NA,0.0020000000,NA,NA,NA,volcanoclastics,NA,13.0000000000,NA,NA,NA,volcanoclastics,NA,4650.0000000000,NA,NA,NA,-29.4500000000,NA,NA,56.1000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0121,"Glass et al. (1969), Officer et al. (1983)",V16-76,0.0020000000,NA,NA,volcanoclastics,NA,0.0200000000,NA,NA,NA,volcanoclastics,NA,15.0000000000,NA,NA,NA,volcanoclastics,NA,5320.0000000000,NA,NA,NA,-25.1500000000,NA,NA,59.9000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0122,"Glass et al. (1969), Officer et al. (1983)",V19-153,0.0010000000,NA,NA,volcanoclastics,NA,0.0030000000,NA,NA,NA,volcanoclastics,NA,13.0000000000,NA,NA,NA,volcanoclastics,NA,5430.0000000000,NA,NA,NA,-8.8500000000,NA,NA,102.1170000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0123,"Glass et al. (1969), Officer et al. (1983)",V19-297,0.0010000000,NA,NA,volcanoclastics,NA,0.0400000000,NA,NA,NA,volcanoclastics,NA,16.0000000000,NA,NA,NA,volcanoclastics,NA,4120.0000000000,NA,NA,NA,2.6170000000,NA,NA,-12.0000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0124,"Glass et al. (1969), Officer et al. (1983)",RC9-58,0.0010000000,NA,NA,volcanoclastics,NA,0.0080000000,NA,NA,NA,volcanoclastics,NA,12.0000000000,NA,NA,NA,volcanoclastics,NA,NA,2000.0000000000,5000.0000000000,assigned based in geographic location,14.5570000000,NA,NA,-70.8100000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0125,Kershaw (1985),"CR 9/81, 161",0.0020000000,NA,NA,14C,NA,0.1260000000,NA,NA,NA,210Pb,NA,3.7000000000,NA,NA,NA,14C,NA,5160.0000000000,NA,NA,NA,NA,32.0000000000,38.0000000000,NA,-15.0000000000,-25.0000000000,figure in kershaw1985,NA,NA,NA,NA,NA,NA,NA
BMID0126,Li et al. (1985),Core 9,0.0070000000,NA,NA,230Th,NA,0.8000000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,210Pb,NA,5050.0000000000,NA,NA,NA,13.7500000000,NA,NA,-67.7500000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0127,Li et al. (1985),Core 17,0.0030000000,NA,NA,230Th,NA,0.6100000000,NA,NA,NA,210Pb,NA,12.0000000000,NA,NA,NA,210Pb,NA,3500.0000000000,NA,NA,NA,13.5000000000,NA,NA,-64.7500000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0128,Li et al. (1985),Core 2,0.0050000000,NA,NA,230Th,NA,0.5000000000,NA,NA,NA,210Pb,NA,9.0000000000,NA,NA,NA,210Pb,NA,3950.0000000000,NA,NA,NA,15.1170000000,NA,NA,-69.3670000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMID0129,Maiti et al. (2010),POW-1,0.0600000000,NA,NA,210Pb,NA,NA,NA,NA,0.5000000000,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,425.0000000000,NA,NA,NA,73.0500000000,NA,NA,25.6330000000,NA,NA,NA,NA,2003.0000000000,8.0000000000,NA,NA,NA,NA
BMID0130,Maiti et al. (2010),POW-17,0.0800000000,NA,NA,210Pb,NA,NA,NA,NA,0.4000000000,210Pb,NA,5.0000000000,NA,NA,NA,210Pb,NA,224.0000000000,NA,NA,NA,73.0500000000,NA,NA,35.5830000000,NA,NA,NA,NA,2003.0000000000,8.0000000000,NA,NA,NA,NA
BMID0131,Maiti et al. (2010),MIC-36,0.1200000000,NA,NA,210Pb,NA,NA,NA,NA,2.7000000000,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,234.0000000000,NA,NA,NA,74.9670000000,NA,NA,47.0000000000,NA,NA,NA,NA,2003.0000000000,8.0000000000,NA,NA,NA,NA
BMID0132,Maiti et al. (2010),PIC-8,0.1000000000,NA,NA,210Pb,NA,NA,NA,NA,1.0000000000,210Pb,NA,6.3000000000,NA,NA,NA,210Pb,NA,136.0000000000,NA,NA,NA,77.9830000000,NA,NA,26.8330000000,NA,NA,NA,NA,2003.0000000000,8.0000000000,NA,NA,NA,NA
BMID0133,Maiti et al. (2010),PIC-23,0.1300000000,NA,NA,210Pb,NA,NA,NA,NA,1.5000000000,210Pb,NA,5.4000000000,NA,NA,NA,210Pb,NA,217.0000000000,NA,NA,NA,77.4830000000,NA,NA,39.4330000000,NA,NA,NA,NA,2003.0000000000,8.0000000000,NA,NA,NA,NA
BMID0134,Maiti et al. (2010),PIC-40,0.1700000000,NA,NA,210Pb,NA,NA,NA,NA,0.7000000000,210Pb,NA,6.7000000000,NA,NA,NA,210Pb,NA,305.0000000000,NA,NA,NA,78.2330000000,NA,NA,53.1170000000,NA,NA,NA,NA,2003.0000000000,8.0000000000,NA,NA,NA,NA
BMID0135,Masque et al. (2002),A-3,0.1170000000,NA,NA,210Pb,NA,12.0000000000,NA,NA,NA,210Pb,NA,12.0000000000,NA,NA,NA,210Pb,NA,790.0000000000,NA,NA,NA,-63.1670000000,NA,NA,-59.3330000000,NA,NA,NA,NA,NA,NA,1996.0000000000,2.0000000000,1996.0000000000,2.0000000000
BMID0136,Masque et al. (2002),A-6,0.0570000000,NA,NA,210Pb,NA,2.0000000000,NA,NA,NA,210Pb,NA,8.5000000000,NA,NA,NA,210Pb,NA,1070.0000000000,NA,NA,NA,-62.9330000000,NA,NA,-60.0000000000,NA,NA,NA,NA,NA,NA,1996.0000000000,2.0000000000,1996.0000000000,2.0000000000
BMID0137,Masque et al. (2002),B-2,0.1560000000,NA,NA,210Pb,NA,40.0000000000,NA,NA,NA,210Pb,NA,10.0000000000,NA,NA,NA,210Pb,NA,1140.0000000000,NA,NA,NA,-63.3330000000,NA,NA,-61.3830000000,NA,NA,NA,NA,NA,NA,1996.0000000000,2.0000000000,1996.0000000000,2.0000000000
BMID0138,Masque et al. (2003),T-1,0.0700000000,NA,NA,210Pb,based on mass accumulation rate and assumed density of 2.6 g/cm^3,3.4000000000,NA,NA,NA,210Pb,NA,3.5000000000,NA,NA,NA,210Pb,NA,654.0000000000,NA,NA,NA,36.3680000000,NA,NA,-4.3020000000,NA,NA,NA,NA,1996.0000000000,10.0000000000,NA,NA,NA,NA
BMID0139,Masque et al. (2003),ALB-D,0.0390000000,NA,NA,210Pb,based on mass accumulation rate and assumed density of 2.6 g/cm^3,7.0000000000,NA,NA,NA,210Pb,NA,9.0000000000,NA,NA,NA,210Pb,NA,946.0000000000,NA,NA,NA,36.2450000000,NA,NA,-4.4690000000,NA,NA,NA,NA,1998.0000000000,4.0000000000,NA,NA,NA,NA
BMID0140,Masque et al. (2003),ALB-1,0.0300000000,NA,NA,210Pb,based on mass accumulation rate and assumed density of 2.6 g/cm^3,3.1000000000,NA,NA,NA,210Pb,NA,4.0000000000,NA,NA,NA,210Pb,NA,962.0000000000,NA,NA,NA,36.2390000000,NA,NA,-4.2590000000,NA,NA,NA,NA,1997.0000000000,11.0000000000,NA,NA,NA,NA
BMID0141,Masque et al. (2003),ALB-E,0.0170000000,NA,NA,210Pb,based on mass accumulation rate and assumed density of 2.6 g/cm^3,15.0000000000,NA,NA,NA,210Pb,NA,3.5000000000,NA,NA,NA,210Pb,NA,1010.0000000000,NA,NA,NA,36.2200000000,NA,NA,-4.0410000000,NA,NA,NA,NA,1998.0000000000,4.0000000000,NA,NA,NA,NA
BMID0142,Masque et al. (2003),ALB-2,0.0220000000,NA,NA,210Pb,based on mass accumulation rate and assumed density of 2.6 g/cm^3,3.3000000000,NA,NA,NA,210Pb,NA,5.5000000000,NA,NA,NA,210Pb,NA,1300.0000000000,NA,NA,NA,36.0050000000,NA,NA,-4.2840000000,NA,NA,NA,NA,1997.0000000000,11.0000000000,NA,NA,NA,NA
BMID0143,Masque et al. (2003),T-2,0.0200000000,NA,NA,210Pb,based on mass accumulation rate and assumed density of 2.6 g/cm^3,0.6000000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,1750.0000000000,NA,NA,NA,36.1020000000,NA,NA,-3.0400000000,NA,NA,NA,NA,1996.0000000000,10.0000000000,NA,NA,NA,NA
BMID0144,Masque et al. (2003),T-6,0.0240000000,NA,NA,210Pb,based on mass accumulation rate and assumed density of 2.6 g/cm^3,0.2000000000,NA,NA,NA,210Pb,NA,3.0000000000,NA,NA,NA,210Pb,NA,1990.0000000000,NA,NA,NA,35.9290000000,NA,NA,-1.5430000000,NA,NA,NA,NA,1996.0000000000,10.0000000000,NA,NA,NA,NA
BMID0145,Masque et al. (2003),T-5,0.0200000000,NA,NA,210Pb,based on mass accumulation rate and assumed density of 2.6 g/cm^3,2.9000000000,NA,NA,NA,210Pb,NA,1.5000000000,NA,NA,NA,210Pb,NA,2070.0000000000,NA,NA,NA,36.2270000000,NA,NA,-1.6000000000,NA,NA,NA,NA,1996.0000000000,10.0000000000,NA,NA,NA,NA
BMID0146,Masque et al. (2003),T-4,0.0200000000,NA,NA,210Pb,based on mass accumulation rate and assumed density of 2.6 g/cm^3,4.5000000000,NA,NA,NA,210Pb,NA,2.5000000000,NA,NA,NA,210Pb,NA,2020.0000000000,NA,NA,NA,36.6610000000,NA,NA,-1.5390000000,NA,NA,NA,NA,1996.0000000000,10.0000000000,NA,NA,NA,NA
BMID0147,Radakovitch (1995) as reported in Miralles et al. (2005),R2,0.0700000000,NA,NA,210Pb,NA,11.2000000000,NA,NA,NA,210Pb,NA,15.0000000000,NA,NA,NA,210Pb,NA,56.0000000000,NA,NA,NA,42.5830000000,NA,NA,3.1500000000,NA,NA,miralles2005,NA,NA,NA,NA,NA,NA,NA
